554317.0,101738.0,1_B14_2011,TQ5431701738,50.794669,0.18822578
554339.0,101572.0,2_B14_2011,TQ5433901572,50.793172,0.18846801
554950.0,101564.0,3_B14_2011,TQ5495001564,50.792937,0.19712701
554867.0,101469.0,4_B14_2011,TQ5486701469,50.792105,0.19591028
554302.0,101665.0,5_B14_2011,TQ5430201665,50.794017,0.18798247
554626.0,101709.0,6_B14_2011,TQ5462601709,50.794326,0.19259454
554538.0,101697.0,7_B14_2011,TQ5453801697,50.794242,0.19134185
553944.0,101706.0,8_B14_2011,TQ5394401706,50.794481,0.18292401
554350.0,102016.0,9_B14_2011,TQ5435002016,50.797158,0.18881037
555004.0,101640.0,10_B14_2011,TQ5500401640,50.793605,0.19792462
554017.0,101797.0,11_B14_2011,TQ5401701797,50.795279,0.18399712
554407.0,101690.0,12_B14_2011,TQ5440701690,50.794214,0.18948163
555077.0,101731.0,13_B14_2011,TQ5507701731,50.794404,0.19899796
554161.0,101857.0,14_B14_2011,TQ5416101857,50.795780,0.18606393
554591.0,101681.0,15_B14_2011,TQ5459101681,50.794084,0.19208654
554981.0,101695.0,16_B14_2011,TQ5498101695,50.794106,0.19762172
554909.0,101738.0,17_B14_2011,TQ5490901738,50.794511,0.19661905
553818.0,101574.0,18_B14_2011,TQ5381801574,50.793328,0.18108238
554961.0,101780.0,19_B14_2011,TQ5496101780,50.794875,0.19737399
554497.0,101515.0,20_B14_2011,TQ5449701515,50.792617,0.19068409
554013.0,101746.0,21_B14_2011,TQ5401301746,50.794822,0.18391904
554594.0,101591.0,22_B14_2011,TQ5459401591,50.793274,0.19209123
554625.0,101701.0,23_B14_2011,TQ5462501701,50.794255,0.19257700
555112.0,101665.0,24_B14_2011,TQ5511201665,50.793801,0.19946633
554167.0,101991.0,25_B14_2011,TQ5416701991,50.796983,0.18620519
554112.0,101980.0,26_B14_2011,TQ5411201980,50.796898,0.18542076
554983.0,101535.0,27_B14_2011,TQ5498301535,50.792667,0.19758263
553951.0,101848.0,28_B14_2011,TQ5395101848,50.795755,0.18308272
554839.0,101761.0,29_B14_2011,TQ5483901761,50.794737,0.19563629
554959.0,101822.0,30_B14_2011,TQ5495901822,50.795253,0.19736334
555038.0,101483.0,31_B14_2011,TQ5503801483,50.792186,0.19834045
554833.0,101649.0,32_B14_2011,TQ5483301649,50.793732,0.19550406
554833.0,101633.0,33_B14_2011,TQ5483301633,50.793588,0.19549732
554506.0,101626.0,34_B14_2011,TQ5450601626,50.793612,0.19085833
554797.0,101757.0,35_B14_2011,TQ5479701757,50.794712,0.19503914
554027.0,101513.0,36_B14_2011,TQ5402701513,50.792724,0.18401993
554346.0,101654.0,37_B14_2011,TQ5434601654,50.793907,0.18860167
554176.0,101476.0,38_B14_2011,TQ5417601476,50.792352,0.18611683
554009.0,101968.0,39_B14_2011,TQ5400901968,50.796818,0.18395533
554845.0,101676.0,40_B14_2011,TQ5484501676,50.793971,0.19568556
554750.0,101679.0,41_B14_2011,TQ5475001679,50.794024,0.19433995
554155.0,101977.0,42_B14_2011,TQ5415501977,50.796860,0.18602918
554787.0,101560.0,43_B14_2011,TQ5478701560,50.792944,0.19481442
554971.0,101577.0,44_B14_2011,TQ5497101577,50.793048,0.19743021
554977.0,101664.0,45_B14_2011,TQ5497701664,50.793828,0.19755194
554049.0,101624.0,46_B14_2011,TQ5404901624,50.793716,0.18437833
554298.0,101848.0,47_B14_2011,TQ5429801848,50.795663,0.18800257
554871.0,101688.0,48_B14_2011,TQ5487101688,50.794072,0.19605923
554808.0,101847.0,49_B14_2011,TQ5480801847,50.795518,0.19523299
553928.0,101565.0,50_B14_2011,TQ5392801565,50.793218,0.18263814
554317.0,101738.0,1_B14_2014,TQ5431701738,50.794669,0.18822578
554339.0,101572.0,2_B14_2014,TQ5433901572,50.793172,0.18846801
554950.0,101564.0,3_B14_2014,TQ5495001564,50.792937,0.19712701
554867.0,101469.0,4_B14_2014,TQ5486701469,50.792105,0.19591028
554302.0,101665.0,5_B14_2014,TQ5430201665,50.794017,0.18798247
554626.0,101709.0,6_B14_2014,TQ5462601709,50.794326,0.19259454
554538.0,101697.0,7_B14_2014,TQ5453801697,50.794242,0.19134185
553944.0,101706.0,8_B14_2014,TQ5394401706,50.794481,0.18292401
554350.0,102016.0,9_B14_2014,TQ5435002016,50.797158,0.18881037
555004.0,101640.0,10_B14_2014,TQ5500401640,50.793605,0.19792462
554017.0,101797.0,11_B14_2014,TQ5401701797,50.795279,0.18399712
554407.0,101690.0,12_B14_2014,TQ5440701690,50.794214,0.18948163
555077.0,101731.0,13_B14_2014,TQ5507701731,50.794404,0.19899796
554161.0,101857.0,14_B14_2014,TQ5416101857,50.795780,0.18606393
554591.0,101681.0,15_B14_2014,TQ5459101681,50.794084,0.19208654
554981.0,101695.0,16_B14_2014,TQ5498101695,50.794106,0.19762172
554909.0,101738.0,17_B14_2014,TQ5490901738,50.794511,0.19661905
553818.0,101574.0,18_B14_2014,TQ5381801574,50.793328,0.18108238
554961.0,101780.0,19_B14_2014,TQ5496101780,50.794875,0.19737399
554497.0,101515.0,20_B14_2014,TQ5449701515,50.792617,0.19068409
554013.0,101746.0,21_B14_2014,TQ5401301746,50.794822,0.18391904
554594.0,101591.0,22_B14_2014,TQ5459401591,50.793274,0.19209123
554625.0,101701.0,23_B14_2014,TQ5462501701,50.794255,0.19257700
555112.0,101665.0,24_B14_2014,TQ5511201665,50.793801,0.19946633
554167.0,101991.0,25_B14_2014,TQ5416701991,50.796983,0.18620519
554112.0,101980.0,26_B14_2014,TQ5411201980,50.796898,0.18542076
554983.0,101535.0,27_B14_2014,TQ5498301535,50.792667,0.19758263
553951.0,101848.0,28_B14_2014,TQ5395101848,50.795755,0.18308272
554839.0,101761.0,29_B14_2014,TQ5483901761,50.794737,0.19563629
554959.0,101822.0,30_B14_2014,TQ5495901822,50.795253,0.19736334
555038.0,101483.0,31_B14_2014,TQ5503801483,50.792186,0.19834045
554833.0,101649.0,32_B14_2014,TQ5483301649,50.793732,0.19550406
554833.0,101633.0,33_B14_2014,TQ5483301633,50.793588,0.19549732
554506.0,101626.0,34_B14_2014,TQ5450601626,50.793612,0.19085833
554797.0,101757.0,35_B14_2014,TQ5479701757,50.794712,0.19503914
554027.0,101513.0,36_B14_2014,TQ5402701513,50.792724,0.18401993
554346.0,101654.0,37_B14_2014,TQ5434601654,50.793907,0.18860167
554176.0,101476.0,38_B14_2014,TQ5417601476,50.792352,0.18611683
554009.0,101968.0,39_B14_2014,TQ5400901968,50.796818,0.18395533
554845.0,101676.0,40_B14_2014,TQ5484501676,50.793971,0.19568556
554750.0,101679.0,41_B14_2014,TQ5475001679,50.794024,0.19433995
554155.0,101977.0,42_B14_2014,TQ5415501977,50.796860,0.18602918
554787.0,101560.0,43_B14_2014,TQ5478701560,50.792944,0.19481442
554971.0,101577.0,44_B14_2014,TQ5497101577,50.793048,0.19743021
554977.0,101664.0,45_B14_2014,TQ5497701664,50.793828,0.19755194
554049.0,101624.0,46_B14_2014,TQ5404901624,50.793716,0.18437833
554298.0,101848.0,47_B14_2014,TQ5429801848,50.795663,0.18800257
554871.0,101688.0,48_B14_2014,TQ5487101688,50.794072,0.19605923
554808.0,101847.0,49_B14_2014,TQ5480801847,50.795518,0.19523299
553928.0,101565.0,50_B14_2014,TQ5392801565,50.793218,0.18263814
554339.0,101572.0,2a_B14_2018,TQ5433901572,50.793172,0.18846801
554950.0,101564.0,3a_B14_2018,TQ5495001564,50.792937,0.19712701
554867.0,101469.0,4a_B14_2018,TQ5486701469,50.792105,0.19591028
554302.0,101665.0,5a_B14_2018,TQ5430201665,50.794017,0.18798247
554626.0,101709.0,6_B14_2018,TQ5462601709,50.794326,0.19259454
554325.0,101988.0,9a_B14_2018,TQ5432501988,50.796914,0.18844415
555004.0,101640.0,10a_B14_2018,TQ5500401640,50.793605,0.19792462
554017.0,101797.0,11a_B14_2018,TQ5401701797,50.795279,0.18399712
554407.0,101690.0,12a_B14_2018,TQ5440701690,50.794214,0.18948163
555077.0,101731.0,13a_B14_2018,TQ5507701731,50.794404,0.19899796
554591.0,101681.0,15a_B14_2018,TQ5459101681,50.794084,0.19208654
554909.0,101738.0,17_B14_2018,TQ5490901738,50.794511,0.19661905
554941.0,101782.0,19a_B14_2018,TQ5494101782,50.794898,0.19709128
554497.0,101515.0,20_B14_2018,TQ5449701515,50.792617,0.19068409
554011.0,101739.0,21a_B14_2018,TQ5401101739,50.794759,0.18388776
554593.0,101591.0,22a_B14_2018,TQ5459301591,50.793275,0.19207706
554625.0,101700.0,23a_B14_2018,TQ5462501700,50.794246,0.19257657
555112.0,101665.0,24a_B14_2018,TQ5511201665,50.793801,0.19946633
554166.0,101991.0,25a_B14_2018,TQ5416601991,50.796983,0.18619101
554112.0,101979.0,26a_B14_2018,TQ5411201979,50.796889,0.18542034
554983.0,101535.0,27a_B14_2018,TQ5498301535,50.792667,0.19758263
553944.101,101841.054,28a_B14_2018,TQ5394401841,50.795694,0.18298054
554839.0,101761.0,29_B14_2018,TQ5483901761,50.794737,0.19563629
554951.0,101810.0,30a_B14_2018,TQ5495101810,50.795147,0.19724486
555038.0,101483.0,31_B14_2018,TQ5503801483,50.792186,0.19834045
554832.0,101648.0,32a_B14_2018,TQ5483201648,50.793723,0.19548946
554833.0,101633.0,33_B14_2018,TQ5483301633,50.793588,0.19549732
554477.229,101620.91,34a_B14_2018,TQ5447701620,50.793566,0.19044466
554797.0,101757.0,35a_B14_2018,TQ5479701757,50.794712,0.19503914
554176.0,101476.0,38_B14_2018,TQ5417601476,50.792352,0.18611683
554009.0,101968.0,39a_B14_2018,TQ5400901968,50.796818,0.18395533
554846.0,101668.0,40a_B14_2018,TQ5484601668,50.793899,0.19569637
554749.0,101678.0,41a_B14_2018,TQ5474901678,50.794015,0.19432535
554155.0,101977.0,42_B14_2018,TQ5415501977,50.796860,0.18602918
554787.0,101560.0,43_B14_2018,TQ5478701560,50.792944,0.19481442
554970.0,101577.0,44a_B14_2018,TQ5497001577,50.793048,0.19741603
554976.0,101664.0,45a_B14_2018,TQ5497601664,50.793829,0.19753776
554871.0,101688.0,48_B14_2018,TQ5487101688,50.794072,0.19605923